PassengerId,Age,Fare,Pclass,Familysize,Embarked_C,Embarked_Q,Embarked_S,Sex_female,Sex_male,Survived
447,13.0,19.5,2,1,0,0,1,1,0,1
448,34.0,26.55,1,0,0,0,1,0,1,1
449,5.0,19.2583,3,3,1,0,0,1,0,1
450,52.0,30.5,1,0,0,0,1,0,1,1
451,36.0,27.75,2,3,0,0,1,0,1,0
452,28.0,19.9667,3,1,0,0,1,0,1,0
453,30.0,27.75,1,0,1,0,0,0,1,0
454,49.0,89.1042,1,1,1,0,0,0,1,1
455,28.0,8.05,3,0,0,0,1,0,1,0
456,29.0,7.8958,3,0,1,0,0,0,1,1
457,65.0,26.55,1,0,0,0,1,0,1,0
458,28.0,51.8625,1,1,0,0,1,1,0,1
459,50.0,10.5,2,0,0,0,1,1,0,1
460,28.0,7.75,3,0,0,1,0,0,1,0
461,48.0,26.55,1,0,0,0,1,0,1,1
462,34.0,8.05,3,0,0,0,1,0,1,0
463,47.0,38.5,1,0,0,0,1,0,1,0
464,48.0,13.0,2,0,0,0,1,0,1,0
465,28.0,8.05,3,0,0,0,1,0,1,0
466,38.0,7.05,3,0,0,0,1,0,1,0
467,28.0,0.0,2,0,0,0,1,0,1,0
468,56.0,26.55,1,0,0,0,1,0,1,0
469,28.0,7.725,3,0,0,1,0,0,1,0
470,0.75,19.2583,3,3,1,0,0,1,0,1
471,28.0,7.25,3,0,0,0,1,0,1,0
472,38.0,8.6625,3,0,0,0,1,0,1,0
473,33.0,27.75,2,3,0,0,1,1,0,1
474,23.0,13.7917,2,0,1,0,0,1,0,1
475,22.0,9.8375,3,0,0,0,1,1,0,0
476,28.0,52.0,1,0,0,0,1,0,1,0
477,34.0,21.0,2,1,0,0,1,0,1,0
478,29.0,7.0458,3,1,0,0,1,0,1,0
479,22.0,7.5208,3,0,0,0,1,0,1,0
480,2.0,12.2875,3,1,0,0,1,1,0,1
481,9.0,46.9,3,7,0,0,1,0,1,0
482,28.0,0.0,2,0,0,0,1,0,1,0
483,50.0,8.05,3,0,0,0,1,0,1,0
484,63.0,9.5875,3,0,0,0,1,1,0,1
485,25.0,91.0792,1,1,1,0,0,0,1,1
486,28.0,25.4667,3,4,0,0,1,1,0,0
487,35.0,90.0,1,1,0,0,1,1,0,1
488,58.0,29.7,1,0,1,0,0,0,1,0
489,30.0,8.05,3,0,0,0,1,0,1,0
490,9.0,15.9,3,2,0,0,1,0,1,1
491,28.0,19.9667,3,1,0,0,1,0,1,0
492,21.0,7.25,3,0,0,0,1,0,1,0
493,55.0,30.5,1,0,0,0,1,0,1,0
494,71.0,49.5042,1,0,1,0,0,0,1,0
495,21.0,8.05,3,0,0,0,1,0,1,0
496,28.0,14.4583,3,0,1,0,0,0,1,0
497,54.0,78.2667,1,1,1,0,0,1,0,1
498,28.0,15.1,3,0,0,0,1,0,1,0
499,25.0,151.55,1,3,0,0,1,1,0,0
500,24.0,7.7958,3,0,0,0,1,0,1,0
501,17.0,8.6625,3,0,0,0,1,0,1,0
502,21.0,7.75,3,0,0,1,0,1,0,0
503,28.0,7.6292,3,0,0,1,0,1,0,0
504,37.0,9.5875,3,0,0,0,1,1,0,0
505,16.0,86.5,1,0,0,0,1,1,0,1
506,18.0,108.9,1,1,1,0,0,0,1,0
507,33.0,26.0,2,2,0,0,1,1,0,1
508,28.0,26.55,1,0,0,0,1,0,1,1
509,28.0,22.525,3,0,0,0,1,0,1,0
510,26.0,56.4958,3,0,0,0,1,0,1,1
511,29.0,7.75,3,0,0,1,0,0,1,1
512,28.0,8.05,3,0,0,0,1,0,1,0
513,36.0,26.2875,1,0,0,0,1,0,1,1
514,54.0,59.4,1,1,1,0,0,1,0,1
515,24.0,7.4958,3,0,0,0,1,0,1,0
516,47.0,34.0208,1,0,0,0,1,0,1,0
517,34.0,10.5,2,0,0,0,1,1,0,1
518,28.0,24.15,3,0,0,1,0,0,1,0
519,36.0,26.0,2,1,0,0,1,1,0,1
520,32.0,7.8958,3,0,0,0,1,0,1,0
521,30.0,93.5,1,0,0,0,1,1,0,1
522,22.0,7.8958,3,0,0,0,1,0,1,0
523,28.0,7.225,3,0,1,0,0,0,1,0
524,44.0,57.9792,1,1,1,0,0,1,0,1
525,28.0,7.2292,3,0,1,0,0,0,1,0
526,40.5,7.75,3,0,0,1,0,0,1,0
527,50.0,10.5,2,0,0,0,1,1,0,1
528,28.0,221.7792,1,0,0,0,1,0,1,0
529,39.0,7.925,3,0,0,0,1,0,1,0
530,23.0,11.5,2,3,0,0,1,0,1,0
531,2.0,26.0,2,2,0,0,1,1,0,1
532,28.0,7.2292,3,0,1,0,0,0,1,0
533,17.0,7.2292,3,2,1,0,0,0,1,0
534,28.0,22.3583,3,2,1,0,0,1,0,1
535,30.0,8.6625,3,0,0,0,1,1,0,0
536,7.0,26.25,2,2,0,0,1,1,0,1
537,45.0,26.55,1,0,0,0,1,0,1,0
538,30.0,106.425,1,0,1,0,0,1,0,1
539,28.0,14.5,3,0,0,0,1,0,1,0
540,22.0,49.5,1,2,1,0,0,1,0,1
541,36.0,71.0,1,2,0,0,1,1,0,1
542,9.0,31.275,3,6,0,0,1,1,0,0
543,11.0,31.275,3,6,0,0,1,1,0,0
544,32.0,26.0,2,1,0,0,1,0,1,1
545,50.0,106.425,1,1,1,0,0,0,1,0
546,64.0,26.0,1,0,0,0,1,0,1,0
547,19.0,26.0,2,1,0,0,1,1,0,1
548,28.0,13.8625,2,0,1,0,0,0,1,1
549,33.0,20.525,3,2,0,0,1,0,1,0
550,8.0,36.75,2,2,0,0,1,0,1,1
551,17.0,110.8833,1,2,1,0,0,0,1,1
552,27.0,26.0,2,0,0,0,1,0,1,0
553,28.0,7.8292,3,0,0,1,0,0,1,0
554,22.0,7.225,3,0,1,0,0,0,1,1
555,22.0,7.775,3,0,0,0,1,1,0,1
556,62.0,26.55,1,0,0,0,1,0,1,0
557,48.0,39.6,1,1,1,0,0,1,0,1
558,28.0,227.525,1,0,1,0,0,0,1,0
559,39.0,79.65,1,2,0,0,1,1,0,1
560,36.0,17.4,3,1,0,0,1,1,0,1
561,28.0,7.75,3,0,0,1,0,0,1,0
562,40.0,7.8958,3,0,0,0,1,0,1,0
563,28.0,13.5,2,0,0,0,1,0,1,0
564,28.0,8.05,3,0,0,0,1,0,1,0
565,28.0,8.05,3,0,0,0,1,1,0,0
566,24.0,24.15,3,2,0,0,1,0,1,0
567,19.0,7.8958,3,0,0,0,1,0,1,0
568,29.0,21.075,3,4,0,0,1,1,0,0
569,28.0,7.2292,3,0,1,0,0,0,1,0
570,32.0,7.8542,3,0,0,0,1,0,1,1
571,62.0,10.5,2,0,0,0,1,0,1,1
572,53.0,51.4792,1,2,0,0,1,1,0,1
573,36.0,26.3875,1,0,0,0,1,0,1,1
574,28.0,7.75,3,0,0,1,0,1,0,1
575,16.0,8.05,3,0,0,0,1,0,1,0
576,19.0,14.5,3,0,0,0,1,0,1,0
577,34.0,13.0,2,0,0,0,1,1,0,1
578,39.0,55.9,1,1,0,0,1,1,0,1
579,28.0,14.4583,3,1,1,0,0,1,0,0
580,32.0,7.925,3,0,0,0,1,0,1,1
581,25.0,30.0,2,2,0,0,1,1,0,1
582,39.0,110.8833,1,2,1,0,0,1,0,1
583,54.0,26.0,2,0,0,0,1,0,1,0
584,36.0,40.125,1,0,1,0,0,0,1,0
585,28.0,8.7125,3,0,1,0,0,0,1,0
586,18.0,79.65,1,2,0,0,1,1,0,1
587,47.0,15.0,2,0,0,0,1,0,1,0
588,60.0,79.2,1,2,1,0,0,0,1,1
589,22.0,8.05,3,0,0,0,1,0,1,0
590,28.0,8.05,3,0,0,0,1,0,1,0
591,35.0,7.125,3,0,0,0,1,0,1,0
592,52.0,78.2667,1,1,1,0,0,1,0,1
593,47.0,7.25,3,0,0,0,1,0,1,0
594,28.0,7.75,3,2,0,1,0,1,0,0
595,37.0,26.0,2,1,0,0,1,0,1,0
596,36.0,24.15,3,2,0,0,1,0,1,0
597,28.0,33.0,2,0,0,0,1,1,0,1
598,49.0,0.0,3,0,0,0,1,0,1,0
599,28.0,7.225,3,0,1,0,0,0,1,0
600,49.0,56.9292,1,1,1,0,0,0,1,1
601,24.0,27.0,2,3,0,0,1,1,0,1
602,28.0,7.8958,3,0,0,0,1,0,1,0
603,28.0,42.4,1,0,0,0,1,0,1,0
604,44.0,8.05,3,0,0,0,1,0,1,0
605,35.0,26.55,1,0,1,0,0,0,1,1
606,36.0,15.55,3,1,0,0,1,0,1,0
607,30.0,7.8958,3,0,0,0,1,0,1,0
608,27.0,30.5,1,0,0,0,1,0,1,1
609,22.0,41.5792,2,3,1,0,0,1,0,1
610,40.0,153.4625,1,0,0,0,1,1,0,1
611,39.0,31.275,3,6,0,0,1,1,0,0
612,28.0,7.05,3,0,0,0,1,0,1,0
613,28.0,15.5,3,1,0,1,0,1,0,1
614,28.0,7.75,3,0,0,1,0,0,1,0
615,35.0,8.05,3,0,0,0,1,0,1,0
616,24.0,65.0,2,3,0,0,1,1,0,1
617,34.0,14.4,3,2,0,0,1,0,1,0
618,26.0,16.1,3,1,0,0,1,1,0,0
619,4.0,39.0,2,3,0,0,1,1,0,1
620,26.0,10.5,2,0,0,0,1,0,1,0
621,27.0,14.4542,3,1,1,0,0,0,1,0
622,42.0,52.5542,1,1,0,0,1,0,1,1
623,20.0,15.7417,3,2,1,0,0,0,1,1
624,21.0,7.8542,3,0,0,0,1,0,1,0
625,21.0,16.1,3,0,0,0,1,0,1,0
626,61.0,32.3208,1,0,0,0,1,0,1,0
627,57.0,12.35,2,0,0,1,0,0,1,0
628,21.0,77.9583,1,0,0,0,1,1,0,1
629,26.0,7.8958,3,0,0,0,1,0,1,0
630,28.0,7.7333,3,0,0,1,0,0,1,0
631,80.0,30.0,1,0,0,0,1,0,1,1
632,51.0,7.0542,3,0,0,0,1,0,1,0
633,32.0,30.5,1,0,1,0,0,0,1,1
634,28.0,0.0,1,0,0,0,1,0,1,0
635,9.0,27.9,3,5,0,0,1,1,0,0
636,28.0,13.0,2,0,0,0,1,1,0,1
637,32.0,7.925,3,0,0,0,1,0,1,0
638,31.0,26.25,2,2,0,0,1,0,1,0
639,41.0,39.6875,3,5,0,0,1,1,0,0
640,28.0,16.1,3,1,0,0,1,0,1,0
641,20.0,7.8542,3,0,0,0,1,0,1,0
642,24.0,69.3,1,0,1,0,0,1,0,1
643,2.0,27.9,3,5,0,0,1,1,0,0
644,28.0,56.4958,3,0,0,0,1,0,1,1
645,0.75,19.2583,3,3,1,0,0,1,0,1
646,48.0,76.7292,1,1,1,0,0,0,1,1
647,19.0,7.8958,3,0,0,0,1,0,1,0
648,56.0,35.5,1,0,1,0,0,0,1,1
649,28.0,7.55,3,0,0,0,1,0,1,0
650,23.0,7.55,3,0,0,0,1,1,0,1
651,28.0,7.8958,3,0,0,0,1,0,1,0
652,18.0,23.0,2,1,0,0,1,1,0,1
653,21.0,8.4333,3,0,0,0,1,0,1,0
654,28.0,7.8292,3,0,0,1,0,1,0,1
655,18.0,6.75,3,0,0,1,0,1,0,0
656,24.0,73.5,2,2,0,0,1,0,1,0
657,28.0,7.8958,3,0,0,0,1,0,1,0
658,32.0,15.5,3,2,0,1,0,1,0,0
659,23.0,13.0,2,0,0,0,1,0,1,0
660,58.0,113.275,1,2,1,0,0,0,1,0
661,50.0,133.65,1,2,0,0,1,0,1,1
662,40.0,7.225,3,0,1,0,0,0,1,0
663,47.0,25.5875,1,0,0,0,1,0,1,0
664,36.0,7.4958,3,0,0,0,1,0,1,0
665,20.0,7.925,3,1,0,0,1,0,1,1
666,32.0,73.5,2,2,0,0,1,0,1,0
667,25.0,13.0,2,0,0,0,1,0,1,0
668,28.0,7.775,3,0,0,0,1,0,1,0
669,43.0,8.05,3,0,0,0,1,0,1,0
670,28.0,52.0,1,1,0,0,1,1,0,1
671,40.0,39.0,2,2,0,0,1,1,0,1
672,31.0,52.0,1,1,0,0,1,0,1,0
673,70.0,10.5,2,0,0,0,1,0,1,0
674,31.0,13.0,2,0,0,0,1,0,1,1
675,28.0,0.0,2,0,0,0,1,0,1,0
676,18.0,7.775,3,0,0,0,1,0,1,0
677,24.5,8.05,3,0,0,0,1,0,1,0
678,18.0,9.8417,3,0,0,0,1,1,0,1
679,43.0,46.9,3,7,0,0,1,1,0,0
680,36.0,512.3292,1,1,1,0,0,0,1,1
681,28.0,8.1375,3,0,0,1,0,1,0,0
682,27.0,76.7292,1,0,1,0,0,0,1,1
683,20.0,9.225,3,0,0,0,1,0,1,0
684,14.0,46.9,3,7,0,0,1,0,1,0
685,60.0,39.0,2,2,0,0,1,0,1,0
686,25.0,41.5792,2,3,1,0,0,0,1,0
687,14.0,39.6875,3,5,0,0,1,0,1,0
688,19.0,10.1708,3,0,0,0,1,0,1,0
689,18.0,7.7958,3,0,0,0,1,0,1,0
690,15.0,211.3375,1,1,0,0,1,1,0,1
691,31.0,57.0,1,1,0,0,1,0,1,1
692,4.0,13.4167,3,1,1,0,0,1,0,1
693,28.0,56.4958,3,0,0,0,1,0,1,1
694,25.0,7.225,3,0,1,0,0,0,1,0
695,60.0,26.55,1,0,0,0,1,0,1,0
696,52.0,13.5,2,0,0,0,1,0,1,0
697,44.0,8.05,3,0,0,0,1,0,1,0
698,28.0,7.7333,3,0,0,1,0,1,0,1
699,49.0,110.8833,1,2,1,0,0,0,1,0
700,42.0,7.65,3,0,0,0,1,0,1,0
701,18.0,227.525,1,1,1,0,0,1,0,1
702,35.0,26.2875,1,0,0,0,1,0,1,1
703,18.0,14.4542,3,1,1,0,0,1,0,0
704,25.0,7.7417,3,0,0,1,0,0,1,0
705,26.0,7.8542,3,1,0,0,1,0,1,0
706,39.0,26.0,2,0,0,0,1,0,1,0
707,45.0,13.5,2,0,0,0,1,1,0,1
708,42.0,26.2875,1,0,0,0,1,0,1,1
709,22.0,151.55,1,0,0,0,1,1,0,1
710,28.0,15.2458,3,2,1,0,0,0,1,1
711,24.0,49.5042,1,0,1,0,0,1,0,1
712,28.0,26.55,1,0,0,0,1,0,1,0
713,48.0,52.0,1,1,0,0,1,0,1,1
714,29.0,9.4833,3,0,0,0,1,0,1,0
715,52.0,13.0,2,0,0,0,1,0,1,0
716,19.0,7.65,3,0,0,0,1,0,1,0
717,38.0,227.525,1,0,1,0,0,1,0,1
718,27.0,10.5,2,0,0,0,1,1,0,1
719,28.0,15.5,3,0,0,1,0,0,1,0
720,33.0,7.775,3,0,0,0,1,0,1,0
721,6.0,33.0,2,1,0,0,1,1,0,1
722,17.0,7.0542,3,1,0,0,1,0,1,0
723,34.0,13.0,2,0,0,0,1,0,1,0
724,50.0,13.0,2,0,0,0,1,0,1,0
725,27.0,53.1,1,1,0,0,1,0,1,1
726,20.0,8.6625,3,0,0,0,1,0,1,0
727,30.0,21.0,2,3,0,0,1,1,0,1
728,28.0,7.7375,3,0,0,1,0,1,0,1
729,25.0,26.0,2,1,0,0,1,0,1,0
730,25.0,7.925,3,1,0,0,1,1,0,0
731,29.0,211.3375,1,0,0,0,1,1,0,1
732,11.0,18.7875,3,0,1,0,0,0,1,0
733,28.0,0.0,2,0,0,0,1,0,1,0
734,23.0,13.0,2,0,0,0,1,0,1,0
735,23.0,13.0,2,0,0,0,1,0,1,0
736,28.5,16.1,3,0,0,0,1,0,1,0
737,48.0,34.375,3,4,0,0,1,1,0,0
738,35.0,512.3292,1,0,1,0,0,0,1,1
739,28.0,7.8958,3,0,0,0,1,0,1,0
740,28.0,7.8958,3,0,0,0,1,0,1,0
741,28.0,30.0,1,0,0,0,1,0,1,1
742,36.0,78.85,1,1,0,0,1,0,1,0
743,21.0,262.375,1,4,1,0,0,1,0,1
744,24.0,16.1,3,1,0,0,1,0,1,0
745,31.0,7.925,3,0,0,0,1,0,1,1
746,70.0,71.0,1,2,0,0,1,0,1,0
747,16.0,20.25,3,2,0,0,1,0,1,0
748,30.0,13.0,2,0,0,0,1,1,0,1
749,19.0,53.1,1,1,0,0,1,0,1,0
750,31.0,7.75,3,0,0,1,0,0,1,0
751,4.0,23.0,2,2,0,0,1,1,0,1
752,6.0,12.475,3,1,0,0,1,0,1,1
753,33.0,9.5,3,0,0,0,1,0,1,0
754,23.0,7.8958,3,0,0,0,1,0,1,0
755,48.0,65.0,2,3,0,0,1,1,0,1
756,0.67,14.5,2,2,0,0,1,0,1,1
757,28.0,7.7958,3,0,0,0,1,0,1,0
758,18.0,11.5,2,0,0,0,1,0,1,0
759,34.0,8.05,3,0,0,0,1,0,1,0
760,33.0,86.5,1,0,0,0,1,1,0,1
761,28.0,14.5,3,0,0,0,1,0,1,0
762,41.0,7.125,3,0,0,0,1,0,1,0
763,20.0,7.2292,3,0,1,0,0,0,1,1
764,36.0,120.0,1,3,0,0,1,1,0,1
765,16.0,7.775,3,0,0,0,1,0,1,0
766,51.0,77.9583,1,1,0,0,1,1,0,1
767,28.0,39.6,1,0,1,0,0,0,1,0
768,30.5,7.75,3,0,0,1,0,1,0,0
769,28.0,24.15,3,1,0,1,0,0,1,0
770,32.0,8.3625,3,0,0,0,1,0,1,0
771,24.0,9.5,3,0,0,0,1,0,1,0
772,48.0,7.8542,3,0,0,0,1,0,1,0
773,57.0,10.5,2,0,0,0,1,1,0,0
774,28.0,7.225,3,0,1,0,0,0,1,0
775,54.0,23.0,2,4,0,0,1,1,0,1
776,18.0,7.75,3,0,0,0,1,0,1,0
777,28.0,7.75,3,0,0,1,0,0,1,0
778,5.0,12.475,3,0,0,0,1,1,0,1
779,28.0,7.7375,3,0,0,1,0,0,1,0
780,43.0,211.3375,1,1,0,0,1,1,0,1
781,13.0,7.2292,3,0,1,0,0,1,0,1
782,17.0,57.0,1,1,0,0,1,1,0,1
783,29.0,30.0,1,0,0,0,1,0,1,0
784,28.0,23.45,3,3,0,0,1,0,1,0
785,25.0,7.05,3,0,0,0,1,0,1,0
786,25.0,7.25,3,0,0,0,1,0,1,0
787,18.0,7.4958,3,0,0,0,1,1,0,1
788,8.0,29.125,3,5,0,1,0,0,1,0
789,1.0,20.575,3,3,0,0,1,0,1,1
790,46.0,79.2,1,0,1,0,0,0,1,0
791,28.0,7.75,3,0,0,1,0,0,1,0
792,16.0,26.0,2,0,0,0,1,0,1,0
793,28.0,69.55,3,10,0,0,1,1,0,0
794,28.0,30.6958,1,0,1,0,0,0,1,0
795,25.0,7.8958,3,0,0,0,1,0,1,0
796,39.0,13.0,2,0,0,0,1,0,1,0
797,49.0,25.9292,1,0,0,0,1,1,0,1
798,31.0,8.6833,3,0,0,0,1,1,0,1
799,30.0,7.2292,3,0,1,0,0,0,1,0
800,30.0,24.15,3,2,0,0,1,1,0,0
801,34.0,13.0,2,0,0,0,1,0,1,0
802,31.0,26.25,2,2,0,0,1,1,0,1
803,11.0,120.0,1,3,0,0,1,0,1,1
804,0.42,8.5167,3,1,1,0,0,0,1,1
805,27.0,6.975,3,0,0,0,1,0,1,1
806,31.0,7.775,3,0,0,0,1,0,1,0
807,39.0,0.0,1,0,0,0,1,0,1,0
808,18.0,7.775,3,0,0,0,1,1,0,0
809,39.0,13.0,2,0,0,0,1,0,1,0
810,33.0,53.1,1,1,0,0,1,1,0,1
811,26.0,7.8875,3,0,0,0,1,0,1,0
812,39.0,24.15,3,0,0,0,1,0,1,0
813,35.0,10.5,2,0,0,0,1,0,1,0
814,6.0,31.275,3,6,0,0,1,1,0,0
815,30.5,8.05,3,0,0,0,1,0,1,0
816,28.0,0.0,1,0,0,0,1,0,1,0
817,23.0,7.925,3,0,0,0,1,1,0,0
818,31.0,37.0042,2,2,1,0,0,0,1,0
819,43.0,6.45,3,0,0,0,1,0,1,0
820,10.0,27.9,3,5,0,0,1,0,1,0
821,52.0,93.5,1,2,0,0,1,1,0,1
822,27.0,8.6625,3,0,0,0,1,0,1,1
823,38.0,0.0,1,0,0,0,1,0,1,0
824,27.0,12.475,3,1,0,0,1,1,0,1
825,2.0,39.6875,3,5,0,0,1,0,1,0
826,28.0,6.95,3,0,0,1,0,0,1,0
827,28.0,56.4958,3,0,0,0,1,0,1,0
828,1.0,37.0042,2,2,1,0,0,0,1,1
829,28.0,7.75,3,0,0,1,0,0,1,1
830,62.0,80.0,1,0,0,0,1,1,0,1
831,15.0,14.4542,3,1,1,0,0,1,0,1
832,0.83,18.75,2,2,0,0,1,0,1,1
833,28.0,7.2292,3,0,1,0,0,0,1,0
834,23.0,7.8542,3,0,0,0,1,0,1,0
835,18.0,8.3,3,0,0,0,1,0,1,0
836,39.0,83.1583,1,2,1,0,0,1,0,1
837,21.0,8.6625,3,0,0,0,1,0,1,0
838,28.0,8.05,3,0,0,0,1,0,1,0
839,32.0,56.4958,3,0,0,0,1,0,1,1
840,28.0,29.7,1,0,1,0,0,0,1,1
841,20.0,7.925,3,0,0,0,1,0,1,0
842,16.0,10.5,2,0,0,0,1,0,1,0
843,30.0,31.0,1,0,1,0,0,1,0,1
844,34.5,6.4375,3,0,1,0,0,0,1,0
845,17.0,8.6625,3,0,0,0,1,0,1,0
846,42.0,7.55,3,0,0,0,1,0,1,0
847,28.0,69.55,3,10,0,0,1,0,1,0
848,35.0,7.8958,3,0,1,0,0,0,1,0
849,28.0,33.0,2,1,0,0,1,0,1,0
850,28.0,89.1042,1,1,1,0,0,1,0,1
851,4.0,31.275,3,6,0,0,1,0,1,0
852,74.0,7.775,3,0,0,0,1,0,1,0
853,9.0,15.2458,3,2,1,0,0,1,0,0
854,16.0,39.4,1,1,0,0,1,1,0,1
855,44.0,26.0,2,1,0,0,1,1,0,0
856,18.0,9.35,3,1,0,0,1,1,0,1
857,45.0,164.8667,1,2,0,0,1,1,0,1
858,51.0,26.55,1,0,0,0,1,0,1,1
859,24.0,19.2583,3,3,1,0,0,1,0,1
860,28.0,7.2292,3,0,1,0,0,0,1,0
861,41.0,14.1083,3,2,0,0,1,0,1,0
862,21.0,11.5,2,1,0,0,1,0,1,0
863,48.0,25.9292,1,0,0,0,1,1,0,1
864,28.0,69.55,3,10,0,0,1,1,0,0
865,24.0,13.0,2,0,0,0,1,0,1,0
866,42.0,13.0,2,0,0,0,1,1,0,1
867,27.0,13.8583,2,1,1,0,0,1,0,1
868,31.0,50.4958,1,0,0,0,1,0,1,0
869,28.0,9.5,3,0,0,0,1,0,1,0
870,4.0,11.1333,3,2,0,0,1,0,1,1
871,26.0,7.8958,3,0,0,0,1,0,1,0
872,47.0,52.5542,1,2,0,0,1,1,0,1
873,33.0,5.0,1,0,0,0,1,0,1,0
874,47.0,9.0,3,0,0,0,1,0,1,0
875,28.0,24.0,2,1,1,0,0,1,0,1
876,15.0,7.225,3,0,1,0,0,1,0,1
877,20.0,9.8458,3,0,0,0,1,0,1,0
878,19.0,7.8958,3,0,0,0,1,0,1,0
879,28.0,7.8958,3,0,0,0,1,0,1,0
880,56.0,83.1583,1,1,1,0,0,1,0,1
881,25.0,26.0,2,1,0,0,1,1,0,1
882,33.0,7.8958,3,0,0,0,1,0,1,0
883,22.0,10.5167,3,0,0,0,1,1,0,0
884,28.0,10.5,2,0,0,0,1,0,1,0
885,25.0,7.05,3,0,0,0,1,0,1,0
886,39.0,29.125,3,5,0,1,0,1,0,0
887,27.0,13.0,2,0,0,0,1,0,1,0
888,19.0,30.0,1,0,0,0,1,1,0,1
889,28.0,23.45,3,3,0,0,1,1,0,0
890,26.0,30.0,1,0,1,0,0,0,1,1
891,32.0,7.75,3,0,0,1,0,0,1,0
